softID	hardID	geom_i	geom_j	G-APD	V_op	HV_B	HV_C	pos_X	pos_Y	radius
0	1036	0	0	957	70.59	4	7	0	0.5	0.25
1	1033	0	1	997	70622	4	6	0	-0.5	0.25
2	1034	-1	0	1087	70.59	4	7	-0.87	0	0.75
3	1037	-1	-1	844	70.59	4	7	-0.87	1	1.75
4	3020	0	-1	769	70592	9	4	0	1.5	2.25
5	1038	1	-1	923	70.59	4	7	0.87	1	1.75
6	1035	1	0	977	70.59	4	7	0.87	0	0.75
7	1032	1	1	1107	70622	4	6	0.87	-1	1.75
8	1030	0	2	915	70622	4	6	0	-1.5	2.25
9	1031	-1	1	777	70622	4	6	-0.87	-1	1.75
10	1028	-2	1	906	70707	4	5	-1.73	-0.5	3.25
11	2732	-2	0	1090	70677	6	30	-1.73	0.5	3.25
12	2735	-2	-1	1200	70688	6	31	-1.73	1.5	5.25
13	3021	-1	-2	1338	70592	9	4	-0.87	2	4.75
14	3023	0	-2	794	70592	9	4	0	2.5	6.25
15	3022	1	-2	985	70592	9	4	0.87	2	4.75
16	3034	2	-1	898	70.62	9	7	1.73	1.5	5.25
17	3031	2	0	900	70.62	9	6	1.73	0.5	3.25
18	737	2	1	465	70794	1	31	1.73	-0.5	3.25
19	734	2	2	513	70794	1	31	1.73	-1.5	5.25
20	1018	1	2	1193	70764	4	3	0.87	-2	4.75
21	1016	0	3	466	70764	4	3	0	-2.5	6.25
22	1017	-1	2	1177	70764	4	3	-0.87	-2	4.75
23	1025	-2	2	530	70707	4	5	-1.73	-1.5	5.25
24	1026	-3	1	1085	70707	4	5	-2.6	-1	7.75
25	2730	-3	0	802	70677	6	30	-2.6	0	6.75
26	2733	-3	-1	916	70677	6	30	-2.6	1	7.75
27	2736	-3	-2	954	70688	6	31	-2.6	2	10.75
28	2738	-2	-2	932	70688	6	31	-1.73	2.5	9.25
29	3024	-1	-3	1088	70574	9	5	-0.87	3	9.75
30	3026	0	-3	907	70574	9	5	0	3.5	12.25
31	3025	1	-3	778	70574	9	5	0.87	3	9.75
32	3037	2	-2	1089	70.62	9	7	1.73	2.5	9.25
33	3036	3	-2	561	70.62	9	7	2.6	2	10.75
34	3033	3	-1	940	70.62	9	6	2.6	1	7.75
35	3030	3	0	929	70.62	9	6	2.6	0	6.75
36	736	3	1	563	70794	1	31	2.6	-1	7.75
37	733	3	2	1197	70721	1	30	2.6	-2	10.75
38	731	2	3	899	70721	1	30	1.73	-2.5	9.25
39	1015	1	3	1195	70764	4	3	0.87	-3	9.75
40	1013	0	4	159	70735	4	2	0	-3.5	12.25
41	1014	-1	3	157	70764	4	3	-0.87	-3	9.75
42	1022	-2	3	896	70763	4	4	-1.73	-2.5	9.25
43	1023	-3	2	911	70763	4	4	-2.6	-2	10.75
44	1024	-4	2	522	70707	4	5	-3.46	-1.5	14.25
45	1027	-4	1	556	70707	4	5	-3.46	-0.5	12.25
46	2731	-4	0	856	70677	6	30	-3.46	0.5	12.25
47	2734	-4	-1	927	70688	6	31	-3.46	1.5	14.25
48	2737	-4	-2	946	70688	6	31	-3.46	2.5	18.25
49	2720	-3	-3	453	70879	6	28	-2.6	3	15.75
50	2722	-2	-3	883	70879	6	28	-1.73	3.5	15.25
51	3027	-1	-4	937	70574	9	5	-0.87	4	16.75
52	3010	0	-4	1184	70819	9	2	0	4.5	20.25
53	3028	1	-4	886	70574	9	5	0.87	4	16.75
54	3111	2	-3	799	70754	9	10	1.73	3.5	15.25
55	3110	3	-3	419	70754	9	10	2.6	3	15.75
56	3038	4	-2	528	70.62	9	7	3.46	2.5	18.25
57	3035	4	-1	878	70.62	9	7	3.46	1.5	14.25
58	3032	4	0	986	70.62	9	6	3.46	0.5	12.25
59	738	4	1	514	70794	1	31	3.46	-0.5	12.25
60	735	4	2	1198	70794	1	31	3.46	-1.5	14.25
61	732	4	3	842	70721	1	30	3.46	-2.5	18.25
62	730	3	3	922	70721	1	30	2.6	-3	15.75
63	727	2	4	1051	70872	1	29	1.73	-3.5	15.25
64	1012	1	4	314	70735	4	2	0.87	-4	16.75
65	1010	0	5	904	70735	4	2	0	-4.5	20.25
66	1011	-1	4	458	70735	4	2	-0.87	-4	16.75
67	1118	-2	4	1382	70873	4	11	-1.73	-3.5	15.25
68	1020	-3	3	307	70763	4	4	-2.6	-3	15.75
69	1021	-4	3	919	70763	4	4	-3.46	-2.5	18.25
70	1128	-5	2	797	70964	4	13	-4.33	-2	22.75
71	1132	-5	1	206	70864	4	14	-4.33	-1	19.75
72	1135	-5	0	1335	70.87	4	15	-4.33	0	18.75
73	1138	-5	-1	1394	70.87	4	15	-4.33	1	19.75
74	2712	-5	-2	310	70894	6	26	-4.33	2	22.75
75	2715	-5	-3	170	70904	6	27	-4.33	3	27.75
76	2721	-4	-3	494	70879	6	28	-3.46	3.5	24.25
77	2723	-3	-4	1082	70879	6	28	-2.6	4	22.75
78	2725	-2	-4	1093	70794	6	29	-1.73	4.5	23.25
79	3011	-1	-5	156	70819	9	2	-0.87	5	25.75
80	3013	0	-5	1153	70819	9	2	0	5.5	30.25
81	3012	1	-5	435	70819	9	2	0.87	5	25.75
82	3114	2	-4	1158	70796	9	11	1.73	4.5	23.25
83	3113	3	-4	941	70754	9	10	2.6	4	22.75
84	3112	4	-3	901	70754	9	10	3.46	3.5	24.25
85	3124	5	-3	443	70926	9	13	4.33	3	27.75
86	3121	5	-2	942	70916	9	12	4.33	2	22.75
87	3137	5	-1	1100	70808	9	15	4.33	1	19.75
88	3134	5	0	925	70808	9	15	4.33	0	18.75
89	3131	5	1	445	70852	9	14	4.33	-1	19.75
90	707	5	2	331	70951	1	27	4.33	-2	22.75
91	704	5	3	1168	70951	1	27	4.33	-3	27.75
92	728	4	4	1157	70872	1	29	3.46	-3.5	24.25
93	726	3	4	909	70872	1	29	2.6	-4	22.75
94	724	2	5	791	70872	1	29	1.73	-4.5	23.25
95	1008	1	5	2283	70895	4	1	0.87	-5	25.75
96	1006	0	6	173	70895	4	1	0	-5.5	30.25
97	1007	-1	5	2301	70895	4	1	-0.87	-5	25.75
98	1115	-2	5	1189	70873	4	11	-1.73	-4.5	23.25
99	1116	-3	4	1343	70873	4	11	-2.6	-4	22.75
100	1117	-4	4	1345	70873	4	11	-3.46	-3.5	24.25
101	1125	-5	3	1143	70964	4	13	-4.33	-3	27.75
102	1126	-6	3	2285	70964	4	13	-5.2	-2.5	33.25
103	1130	-6	2	1104	70864	4	14	-5.2	-1.5	29.25
104	1133	-6	1	1091	70864	4	14	-5.2	-0.5	27.25
105	1136	-6	0	1392	70.87	4	15	-5.2	0.5	27.25
106	2710	-6	-1	491	70894	6	26	-5.2	1.5	29.25
107	2713	-6	-2	918	70894	6	26	-5.2	2.5	33.25
108	2716	-6	-3	356	70904	6	27	-5.2	3.5	39.25
109	2718	-5	-4	1388	70904	6	27	-4.33	4	34.75
110	2724	-4	-4	1110	70794	6	29	-3.46	4.5	32.25
111	2726	-3	-5	467	70794	6	29	-2.6	5	31.75
112	2728	-2	-5	1325	70794	6	29	-1.73	5.5	33.25
113	3014	-1	-6	1181	70818	9	3	-0.87	6	36.75
114	3016	0	-6	1154	70818	9	3	0	6.5	42.25
115	3015	1	-6	890	70818	9	3	0.87	6	36.75
116	3117	2	-5	496	70796	9	11	1.73	5.5	33.25
117	3116	3	-5	1188	70796	9	11	2.6	5	31.75
118	3115	4	-4	1174	70796	9	11	3.46	4.5	32.25
119	3127	5	-4	1167	70926	9	13	4.33	4	34.75
120	3126	6	-3	775	70926	9	13	5.2	3.5	39.25
121	3123	6	-2	2291	70916	9	12	5.2	2.5	33.25
122	3120	6	-1	2294	70916	9	12	5.2	1.5	29.25
123	3136	6	0	1092	70808	9	15	5.2	0.5	27.25
124	3133	6	1	807	70852	9	14	5.2	-0.5	27.25
125	3130	6	2	315	70852	9	14	5.2	-1.5	29.25
126	706	6	3	2300	70951	1	27	5.2	-2.5	33.25
127	703	6	4	421	70948	1	26	5.2	-3.5	39.25
128	701	5	4	2296	70948	1	26	4.33	-4	34.75
129	725	4	5	902	70872	1	29	3.46	-4.5	32.25
130	723	3	5	483	70928	1	28	2.6	-5	31.75
131	721	2	6	210	70928	1	28	1.73	-5.5	33.25
132	1005	1	6	1037	70895	4	1	0.87	-6	36.75
133	1003	0	7	806	70907	4	0	0	-6.5	42.25
134	1004	-1	6	1170	70895	4	1	-0.87	-6	36.75
135	1112	-2	6	1286	70861	4	10	-1.73	-5.5	33.25
136	1113	-3	5	1332	70861	4	10	-2.6	-5	31.75
137	1114	-4	5	933	70873	4	11	-3.46	-4.5	32.25
138	1122	-5	4	2287	70907	4	12	-4.33	-4	34.75
139	1123	-6	4	306	70907	4	12	-5.2	-3.5	39.25
140	1124	-7	3	892	70964	4	13	-6.06	-3	45.75
141	1127	-7	2	334	70964	4	13	-6.06	-2	40.75
142	1131	-7	1	1333	70864	4	14	-6.06	-1	37.75
143	1134	-7	0	1185	70.87	4	15	-6.06	0	36.75
144	1137	-7	-1	1180	70.87	4	15	-6.06	1	37.75
145	2711	-7	-2	773	70894	6	26	-6.06	2	40.75
146	2714	-7	-3	166	70904	6	27	-6.06	3	45.75
147	2717	-7	-4	429	70904	6	27	-6.06	4	52.75
148	2700	-6	-4	798	70993	6	24	-5.2	4.5	47.25
149	2702	-5	-5	808	70993	6	24	-4.33	5	43.75
150	2727	-4	-5	1346	70794	6	29	-3.46	5.5	42.25
151	2830	-3	-6	2281	70926	7	6	-2.6	6	42.75
152	2832	-2	-6	339	70926	7	6	-1.73	6.5	45.25
153	3017	-1	-7	1159	70818	9	3	-0.87	7	49.75
154	3000	0	-7	887	71054	9	0	0	7.5	56.25
155	3018	1	-7	1192	70818	9	3	0.87	7	49.75
156	3101	2	-6	789	70876	9	8	1.73	6.5	45.25
157	3100	3	-6	1163	70876	9	8	2.6	6	42.75
158	3118	4	-5	1086	70796	9	11	3.46	5.5	42.25
159	3411	5	-5	1970	70921	8	2	4.33	5	43.75
160	3410	6	-4	1958	70921	8	2	5.2	4.5	47.25
161	3128	7	-4	179	70926	9	13	6.06	4	52.75
162	3125	7	-3	497	70926	9	13	6.06	3	45.75
163	3122	7	-2	2297	70916	9	12	6.06	2	40.75
164	3138	7	-1	1103	70808	9	15	6.06	1	37.75
165	3135	7	0	1081	70808	9	15	6.06	0	36.75
166	3132	7	1	473	70852	9	14	6.06	-1	37.75
167	708	7	2	781	70951	1	27	6.06	-2	40.75
168	705	7	3	2298	70951	1	27	6.06	-3	45.75
169	702	7	4	874	70948	1	26	6.06	-4	52.75
170	700	6	5	2295	70948	1	26	5.2	-4.5	47.25
171	717	5	5	782	71102	1	25	4.33	-5	43.75
172	722	4	6	456	70928	1	28	3.46	-5.5	42.25
173	720	3	6	1106	70928	1	28	2.6	-6	42.75
174	837	2	7	389	71042	2	7	1.73	-6.5	45.25
175	1002	1	7	1162	70907	4	0	0.87	-7	49.75
176	1000	0	8	934	70907	4	0	0	-7.5	56.25
177	1001	-1	7	2286	70907	4	0	-0.87	-7	49.75
178	1108	-2	7	871	71076	4	9	-1.73	-6.5	45.25
179	1110	-3	6	1190	70861	4	10	-2.6	-6	42.75
180	1111	-4	6	1186	70861	4	10	-3.46	-5.5	42.25
181	1418	-5	5	1342	71045	3	3	-4.33	-5	43.75
182	1120	-6	5	2299	70907	4	12	-5.2	-4.5	47.25
183	1121	-7	4	2284	70907	4	12	-6.06	-4	52.75
184	1408	-8	4	1212	71085	3	1	-6.93	-3.5	60.25
185	1432	-8	3	776	71003	3	6	-6.93	-2.5	54.25
186	1435	-8	2	881	71057	3	7	-6.93	-1.5	50.25
187	1438	-8	1	353	71057	3	7	-6.93	-0.5	48.25
188	2522	-8	0	200	70956	6	12	-6.93	0.5	48.25
189	2525	-8	-1	176	71083	6	13	-6.93	1.5	50.25
190	2528	-8	-2	1640	71083	6	13	-6.93	2.5	54.25
191	2512	-8	-3	1611	71023	6	10	-6.93	3.5	60.25
192	2515	-8	-4	616	71072	6	11	-6.93	4.5	68.25
193	2701	-7	-5	1171	70993	6	24	-6.06	5	61.75
194	2703	-6	-5	1169	70993	6	24	-5.2	5.5	57.25
195	2705	-5	-6	2282	70985	6	25	-4.33	6	54.75
196	2831	-4	-6	199	70926	7	6	-3.46	6.5	54.25
197	2833	-3	-7	345	70926	7	6	-2.6	7	55.75
198	2835	-2	-7	884	70962	7	7	-1.73	7.5	59.25
199	3001	-1	-8	416	71054	9	0	-0.87	8	64.75
200	3003	0	-8	1031	71054	9	0	0	8.5	72.25
201	3002	1	-8	768	71054	9	0	0.87	8	64.75
202	3104	2	-7	434	70857	9	9	1.73	7.5	59.25
203	3103	3	-7	1954	70876	9	8	2.6	7	55.75
204	3102	4	-6	1973	70876	9	8	3.46	6.5	54.25
205	3414	5	-6	1638	70936	8	3	4.33	6	54.75
206	3413	6	-5	1628	70921	8	2	5.2	5.5	57.25
207	3412	7	-5	2302	70921	8	2	6.06	5	61.75
208	3404	8	-4	827	71037	8	1	6.93	4.5	68.25
209	3401	8	-3	449	71018	8	0	6.93	3.5	60.25
210	3437	8	-2	804	70957	8	7	6.93	2.5	54.25
211	3434	8	-1	422	70957	8	7	6.93	1.5	50.25
212	3431	8	0	1029	71	8	6	6.93	0.5	48.25
213	527	8	1	772	71.06	1	13	6.93	-0.5	48.25
214	524	8	2	872	71.06	1	13	6.93	-1.5	50.25
215	521	8	3	834	71077	1	12	6.93	-2.5	54.25
216	517	8	4	1331	71283	1	11	6.93	-3.5	60.25
217	514	8	5	1247	71283	1	11	6.93	-4.5	68.25
218	718	7	5	814	71102	1	25	6.06	-5	61.75
219	716	6	6	1726	71102	1	25	5.2	-5.5	57.25
220	714	5	6	1289	71102	1	25	4.33	-6	54.75
221	838	4	7	1963	71042	2	7	3.46	-6.5	54.25
222	836	3	7	1269	71042	2	7	2.6	-7	55.75
223	834	2	8	146	71042	2	7	1.73	-7.5	59.25
224	938	1	8	1681	71202	2	15	0.87	-8	64.75
225	936	0	9	1217	71202	2	15	0	-8.5	72.25
226	937	-1	8	1341	71202	2	15	-0.87	-8	64.75
227	1105	-2	8	822	71076	4	9	-1.73	-7.5	59.25
228	1106	-3	7	1021	71076	4	9	-2.6	-7	55.75
229	1107	-4	7	354	71076	4	9	-3.46	-6.5	54.25
230	1415	-5	6	1391	71045	3	3	-4.33	-6	54.75
231	1416	-6	6	1317	71045	3	3	-5.2	-5.5	57.25
232	1417	-7	5	1285	71045	3	3	-6.06	-5	61.75
233	1405	-8	5	1965	71085	3	1	-6.93	-4.5	68.25
234	1406	-9	4	1729	71085	3	1	-7.79	-4	76.75
235	1430	-9	3	803	71003	3	6	-7.79	-3	69.75
236	1433	-9	2	885	71003	3	6	-7.79	-2	64.75
237	1436	-9	1	869	71057	3	7	-7.79	-1	61.75
238	2520	-9	0	829	70956	6	12	-7.79	0	60.75
239	2523	-9	-1	858	70956	6	12	-7.79	1	61.75
240	2526	-9	-2	208	71083	6	13	-7.79	2	64.75
241	2510	-9	-3	649	71023	6	10	-7.79	3	69.75
242	2513	-9	-4	1631	71023	6	10	-7.79	4	76.75
243	2516	-9	-5	859	71072	6	11	-7.79	5	85.75
244	2518	-8	-5	1324	71072	6	11	-6.93	5.5	78.25
245	2704	-7	-6	1385	70985	6	25	-6.06	6	72.75
246	2706	-6	-6	800	70985	6	25	-5.2	6.5	69.25
247	2708	-5	-7	303	70985	6	25	-4.33	7	67.75
248	2834	-4	-7	876	70962	7	7	-3.46	7.5	68.25
249	2836	-3	-8	1135	70962	7	7	-2.6	8	70.75
250	2838	-2	-8	1161	70962	7	7	-1.73	8.5	75.25
251	3004	-1	-9	1334	71012	9	1	-0.87	9	81.75
252	3006	0	-9	1618	71012	9	1	0	9.5	90.25
253	3005	1	-9	1369	71012	9	1	0.87	9	81.75
254	3107	2	-8	493	70857	9	9	1.73	8.5	75.25
255	3106	3	-8	1032	70857	9	9	2.6	8	70.75
256	3105	4	-7	788	70857	9	9	3.46	7.5	68.25
257	3417	5	-7	180	70936	8	3	4.33	7	67.75
258	3416	6	-6	1642	70936	8	3	5.2	6.5	69.25
259	3415	7	-6	1639	70936	8	3	6.06	6	72.75
260	3407	8	-5	982	71037	8	1	6.93	5.5	78.25
261	3406	9	-5	877	71037	8	1	7.79	5	85.75
262	3403	9	-4	1259	71018	8	0	7.79	4	76.75
263	3400	9	-3	1641	71018	8	0	7.79	3	69.75
264	3436	9	-2	857	70957	8	7	7.79	2	64.75
265	3433	9	-1	350	71	8	6	7.79	1	61.75
266	3430	9	0	340	71	8	6	7.79	0	60.75
267	526	9	1	150	71.06	1	13	7.79	-1	61.75
268	523	9	2	873	71077	1	12	7.79	-2	64.75
269	520	9	3	780	71077	1	12	7.79	-3	69.75
270	516	9	4	425	71283	1	11	7.79	-4	76.75
271	513	9	5	605	71162	1	10	7.79	-5	85.75
272	511	8	6	439	71162	1	10	6.93	-5.5	78.25
273	715	7	6	1720	71102	1	25	6.06	-6	72.75
274	713	6	7	1038	71113	1	24	5.2	-6.5	69.25
275	711	5	7	831	71113	1	24	4.33	-7	67.75
276	835	4	8	304	71042	2	7	3.46	-7.5	68.25
277	833	3	8	1267	70974	2	6	2.6	-8	70.75
278	831	2	9	420	70974	2	6	1.73	-8.5	75.25
279	935	1	9	974	71202	2	15	0.87	-9	81.75
280	933	0	10	624	71178	2	14	0	-9.5	90.25
281	934	-1	9	667	71202	2	15	-0.87	-9	81.75
282	1102	-2	9	1684	71094	4	8	-1.73	-8.5	75.25
283	1103	-3	8	364	71094	4	8	-2.6	-8	70.75
284	1104	-4	8	641	71076	4	9	-3.46	-7.5	68.25
285	1412	-5	7	711	71052	3	2	-4.33	-7	67.75
286	1413	-6	7	1133	71052	3	2	-5.2	-6.5	69.25
287	1414	-7	6	346	71045	3	3	-6.06	-6	72.75
288	1402	-8	6	1359	71103	3	0	-6.93	-5.5	78.25
289	1403	-9	5	1718	71103	3	0	-7.79	-5	85.75
290	1404	-10	5	1957	71085	3	1	-8.66	-4.5	95.25
291	1407	-10	4	744	71085	3	1	-8.66	-3.5	87.25
292	1431	-10	3	1309	71003	3	6	-8.66	-2.5	81.25
293	1434	-10	2	338	71057	3	7	-8.66	-1.5	77.25
294	1437	-10	1	197	71057	3	7	-8.66	-0.5	75.25
295	2521	-10	0	1127	70956	6	12	-8.66	0.5	75.25
296	2524	-10	-1	172	71083	6	13	-8.66	1.5	77.25
297	2527	-10	-2	355	71083	6	13	-8.66	2.5	81.25
298	2511	-10	-3	1378	71023	6	10	-8.66	3.5	87.25
299	2514	-10	-4	441	71072	6	11	-8.66	4.5	95.25
300	2517	-10	-5	1321	71072	6	11	-8.66	5.5	105.25
301	2500	-9	-6	1964	71145	6	8	-7.79	6	96.75
302	2502	-8	-6	1980	71145	6	8	-6.93	6.5	90.25
303	2707	-7	-7	301	70985	6	25	-6.06	7	85.75
304	2630	-6	-7	397	71119	6	22	-5.2	7.5	83.25
305	2632	-5	-8	373	71119	6	22	-4.33	8	82.75
306	2837	-4	-8	1156	70962	7	7	-3.46	8.5	84.25
307	2820	-3	-9	343	71159	7	4	-2.6	9	87.75
308	2822	-2	-9	594	71159	7	4	-1.73	9.5	93.25
309	3007	-1	-10	337	71012	9	1	-0.87	10	100.75
310	2930	0	-10	1329	71185	7	14	0	10.5	110.25
311	3008	1	-10	433	71012	9	1	0.87	10	100.75
312	3231	2	-9	693	71.14	9	22	1.73	9.5	93.25
313	3230	3	-9	344	71.14	9	22	2.6	9	87.75
314	3108	4	-8	796	70857	9	9	3.46	8.5	84.25
315	3331	5	-8	657	71147	9	30	4.33	8	82.75
316	3330	6	-7	643	71147	9	30	5.2	7.5	83.25
317	3418	7	-7	430	70936	8	3	6.06	7	85.75
318	3531	8	-6	759	71081	8	14	6.93	6.5	90.25
319	3530	9	-6	676	71081	8	14	7.79	6	96.75
320	3408	10	-5	1960	71037	8	1	8.66	5.5	105.25
321	3405	10	-4	870	71037	8	1	8.66	4.5	95.25
322	3402	10	-3	659	71018	8	0	8.66	3.5	87.25
323	3438	10	-2	1287	70957	8	7	8.66	2.5	81.25
324	3435	10	-1	450	70957	8	7	8.66	1.5	77.25
325	3432	10	0	1961	71	8	6	8.66	0.5	75.25
326	528	10	1	861	71.06	1	13	8.66	-0.5	75.25
327	525	10	2	1649	71.06	1	13	8.66	-1.5	77.25
328	522	10	3	839	71077	1	12	8.66	-2.5	81.25
329	518	10	4	143	71283	1	11	8.66	-3.5	87.25
330	515	10	5	1735	71283	1	11	8.66	-4.5	95.25
331	512	10	6	444	71162	1	10	8.66	-5.5	105.25
332	510	9	6	436	71162	1	10	7.79	-6	96.75
333	507	8	7	335	71204	1	9	6.93	-6.5	90.25
334	712	7	7	865	71113	1	24	6.06	-7	85.75
335	710	6	8	511	71113	1	24	5.2	-7.5	83.25
336	637	5	8	830	71149	1	23	4.33	-8	82.75
337	832	4	9	760	70974	2	6	3.46	-8.5	84.25
338	830	3	9	1022	70974	2	6	2.6	-9	87.75
339	827	2	10	728	71137	2	5	1.73	-9.5	93.25
340	932	1	10	1376	71178	2	14	0.87	-10	100.75
341	930	0	11	1229	71178	2	14	0	-10.5	110.25
342	931	-1	10	608	71178	2	14	-0.87	-10	100.75
343	1238	-2	10	1992	71117	4	23	-1.73	-9.5	93.25
344	1100	-3	9	381	71094	4	8	-2.6	-9	87.75
345	1101	-4	9	431	71094	4	8	-3.46	-8.5	84.25
346	1338	-5	8	1002	71145	4	31	-4.33	-8	82.75
347	1410	-6	8	825	71052	3	2	-5.2	-7.5	83.25
348	1411	-7	7	1632	71052	3	2	-6.06	-7	85.75
349	1538	-8	7	613	71202	3	15	-6.93	-6.5	90.25
350	1400	-9	6	1278	71103	3	0	-7.79	-6	96.75
351	1401	-10	6	351	71103	3	0	-8.66	-5.5	105.25
352	1638	-11	5	1897	71202	3	23	-9.53	-5	115.75
353	1422	-11	4	1280	71128	3	4	-9.53	-4	106.75
354	1425	-11	3	691	71131	3	5	-9.53	-3	99.75
355	1428	-11	2	1028	71131	3	5	-9.53	-2	94.75
356	2532	-11	1	683	71039	6	14	-9.53	-1	91.75
357	2535	-11	0	1336	71091	6	15	-9.53	0	90.75
358	2538	-11	-1	727	71091	6	15	-9.53	1	91.75
359	2322	-11	-2	1728	71198	5	28	-9.53	2	94.75
360	2325	-11	-3	793	71169	5	29	-9.53	3	99.75
361	2328	-11	-4	1367	71169	5	29	-9.53	4	106.75
362	2232	-11	-5	601	71207	5	22	-9.53	5	115.75
363	2235	-11	-6	1653	71213	5	23	-9.53	6	126.75
364	2501	-10	-6	1969	71145	6	8	-8.66	6.5	117.25
365	2503	-9	-7	654	71145	6	8	-7.79	7	109.75
366	2505	-8	-7	668	71112	6	9	-6.93	7.5	104.25
367	2631	-7	-8	168	71119	6	22	-6.06	8	100.75
368	2633	-6	-8	424	71119	6	22	-5.2	8.5	99.25
369	2635	-5	-9	696	71086	6	23	-4.33	9	99.75
370	2821	-4	-9	582	71159	7	4	-3.46	9.5	102.25
371	2823	-3	-10	662	71159	7	4	-2.6	10	106.75
372	2825	-2	-10	785	71164	7	5	-1.73	10.5	113.25
373	2931	-1	-11	841	71185	7	14	-0.87	11	121.75
374	2933	0	-11	1131	71185	7	14	0	11.5	132.25
375	2932	1	-11	295	71185	7	14	0.87	11	121.75
376	3234	2	-10	995	71138	9	23	1.73	10.5	113.25
377	3233	3	-10	864	71.14	9	22	2.6	10	106.75
378	3232	4	-9	828	71.14	9	22	3.46	9.5	102.25
379	3334	5	-9	849	71144	9	31	4.33	9	99.75
380	3333	6	-8	787	71147	9	30	5.2	8.5	99.25
381	3332	7	-8	694	71147	9	30	6.06	8	100.75
382	3534	8	-7	598	71104	8	15	6.93	7.5	104.25
383	3533	9	-7	682	71081	8	14	7.79	7	109.75
384	3532	10	-6	670	71081	8	14	8.66	6.5	117.25
385	3634	11	-6	1050	71225	8	23	9.53	6	126.75
386	3631	11	-5	1349	71098	8	22	9.53	5	115.75
387	3427	11	-4	1991	71101	8	5	9.53	4	106.75
388	3424	11	-3	695	71101	8	5	9.53	3	99.75
389	3421	11	-2	1646	71202	8	4	9.53	2	94.75
390	537	11	-1	1736	71149	1	15	9.53	1	91.75
391	534	11	0	1046	71149	1	15	9.53	0	90.75
392	531	11	1	771	71145	1	14	9.53	-1	91.75
393	337	11	2	609	71118	0	31	9.53	-2	94.75
394	334	11	3	169	71118	0	31	9.53	-3	99.75
395	331	11	4	673	71148	0	30	9.53	-4	106.75
396	237	11	5	1209	71131	0	23	9.53	-5	115.75
397	234	11	6	387	71131	0	23	9.53	-6	126.75
398	508	10	7	635	71204	1	9	8.66	-6.5	117.25
399	506	9	7	1984	71204	1	9	7.79	-7	109.75
400	504	8	8	1293	71204	1	9	6.93	-7.5	104.25
401	638	7	8	327	71149	1	23	6.06	-8	100.75
402	636	6	9	868	71149	1	23	5.2	-8.5	99.25
403	634	5	9	815	71149	1	23	4.33	-9	99.75
404	828	4	10	965	71137	2	5	3.46	-9.5	102.25
405	826	3	10	720	71137	2	5	2.6	-10	106.75
406	824	2	11	165	71137	2	5	1.73	-10.5	113.25
407	928	1	11	1654	71274	2	13	0.87	-11	121.75
408	926	0	12	1126	71274	2	13	0	-11.5	132.25
409	927	-1	11	1144	71274	2	13	-0.87	-11	121.75
410	1235	-2	11	628	71117	4	23	-1.73	-10.5	113.25
411	1236	-3	10	1270	71117	4	23	-2.6	-10	106.75
412	1237	-4	10	1953	71117	4	23	-3.46	-9.5	102.25
413	1335	-5	9	735	71145	4	31	-4.33	-9	99.75
414	1336	-6	9	1201	71145	4	31	-5.2	-8.5	99.25
415	1337	-7	8	801	71145	4	31	-6.06	-8	100.75
416	1535	-8	8	1377	71202	3	15	-6.93	-7.5	104.25
417	1536	-9	7	817	71202	3	15	-7.79	-7	109.75
418	1537	-10	7	1674	71202	3	15	-8.66	-6.5	117.25
419	1635	-11	6	1288	71202	3	23	-9.53	-6	126.75
420	1636	-12	6	1129	71202	3	23	-10.39	-5.5	138.25
421	1420	-12	5	1113	71128	3	4	-10.39	-4.5	128.25
422	1423	-12	4	244	71128	3	4	-10.39	-3.5	120.25
423	1426	-12	3	863	71131	3	5	-10.39	-2.5	114.25
424	2530	-12	2	1955	71039	6	14	-10.39	-1.5	110.25
425	2533	-12	1	850	71039	6	14	-10.39	-0.5	108.25
426	2536	-12	0	447	71091	6	15	-10.39	0.5	108.25
427	2320	-12	-1	1214	71198	5	28	-10.39	1.5	110.25
428	2323	-12	-2	411	71198	5	28	-10.39	2.5	114.25
429	2326	-12	-3	816	71169	5	29	-10.39	3.5	120.25
430	2230	-12	-4	689	71207	5	22	-10.39	4.5	128.25
431	2233	-12	-5	1147	71207	5	22	-10.39	5.5	138.25
432	2236	-12	-6	1738	71213	5	23	-10.39	6.5	150.25
433	2238	-11	-7	627	71213	5	23	-9.53	7	139.75
434	2504	-10	-7	660	71112	6	9	-8.66	7.5	131.25
435	2506	-9	-8	690	71112	6	9	-7.79	8	124.75
436	2508	-8	-8	1330	71112	6	9	-6.93	8.5	120.25
437	2634	-7	-9	675	71086	6	23	-6.06	9	117.75
438	2636	-6	-9	1213	71086	6	23	-5.2	9.5	117.25
439	2638	-5	-10	1621	71086	6	23	-4.33	10	118.75
440	2824	-4	-10	751	71164	7	5	-3.46	10.5	122.25
441	2826	-3	-11	988	71164	7	5	-2.6	11	127.75
442	2828	-2	-11	1951	71164	7	5	-1.73	11.5	135.25
443	2934	-1	-12	448	71134	7	15	-0.87	12	144.75
444	2936	0	-12	1667	71134	7	15	0	12.5	156.25
445	2935	1	-12	1203	71134	7	15	0.87	12	144.75
446	3237	2	-11	1344	71138	9	23	1.73	11.5	135.25
447	3236	3	-11	1279	71138	9	23	2.6	11	127.75
